12435,289
12440,284
12445,286
12450,288
12455,288
12460,289
12465,288
12470,288
12475,287
12480,287
12485,287
12490,287
12495,286
12500,286
12505,285
12510,284
12515,285
12520,285
12525,284
12530,284
12535,284
12540,283
12545,281
12550,279
12555,278
12560,279
12565,280
12570,279
12575,279
12580,279
12585,278
12590,275
12595,277
12600,279
12605,279
12610,275
12615,273
12620,274
12625,277
12630,276
12635,276
12640,276
12645,276
12650,275
12655,275
12660,276
12665,276
12670,276
12675,275
12680,276
12685,277
12690,277
12695,277
12700,277
12705,276
12710,276
12715,276
12720,277
12725,277
12730,277
12735,277
12740,277
12745,277
12750,277
12755,275
12760,274
12765,274
12770,274
12775,273
12780,274
12785,274
12790,272
12795,272
12800,273
12805,273
12810,272
12815,271
12820,270
12825,269
12830,269
12835,270
12840,271
12845,270
12850,269
12855,271
12860,272
12865,272
12870,272
12875,272
12880,273
12885,272
12890,271
12895,271
12900,271
12905,270
12910,269
12915,269
12920,269
12925,269
12930,269
12935,270
12940,269
12945,269
12950,268
12955,267
12960,268
12965,269
12970,270
12975,270
12980,269
12985,
12990,250
12995,266
13000,272
13005,272
13010,271
13015,272
13020,272
13025,272
13030,271
13035,273
13040,275
13045,275
13050,274
13055,274
13060,274
13065,273
13070,274
13075,274
13080,273
13085,273
13090,276
13095,278
13100,277
13105,276
13110,275
13115,274
13120,275
13125,275
13130,276
13135,271
13140,269
13145,270
13150,279
13155,280
13160,279
13165,278
13170,278
13175,277
13180,278
13185,278
13190,277
13195,276
13200,275
13205,275
13210,274
13215,271
13220,271
13225,271
13230,272
13235,270
13240,269
13245,269
13250,268
13255,267
13260,267
13265,267
13270,267
13275,267
13280,267
13285,267
13290,266
13295,265
13300,267
13305,267
13310,266
13315,266
13320,265
13325,265
13330,264
13335,266
13340,268
13345,268
13350,266
13355,266
13360,268
13365,268
13370,264
13375,263
13380,263
13385,263
13390,264
13395,262
13400,263
13405,264
13410,264
13415,264
13420,264
13425,265
13430,264
13435,264
13440,265
13445,265
13450,265
13455,263
13460,263
13465,265
13470,265
13475,265
13480,266
13485,267
13490,269
13495,269
13500,268
13505,267
13510,267
13515,266
13520,266
13525,266
13530,265
13535,265
13540,265
13545,266
13550,269
13555,269
13560,267
13565,267
13570,
13575,272
13580,276
13585,275
13590,274
13595,276
13600,276
13605,276
13610,273
13615,271
13620,271
13625,273
13630,275
13635,275
13640,275
13645,274
13650,274
13655,274
13660,274
13665,250
13670,270
13675,274
13680,275
13685,275
13690,275
13695,275
13700,275
13705,274
13710,275
13715,275
13720,275
13725,274
13730,273
13735,274
13740,274
13745,273
13750,272
13755,272
13760,274
13765,274
13770,273
13775,271
13780,272
13785,272
13790,273
13795,273
13800,273
13805,272
13810,270
13815,269
13820,270
13825,271
13830,271
13835,271
13840,271
13845,272
13850,272
13855,271
13860,269
13865,268
13870,269
13875,268
13880,267
13885,267
13890,268
13895,269
13900,268
13905,268
13910,267
13915,266
13920,268
13925,269
13930,269
13935,268
13940,267
13945,268
13950,269
13955,267
13960,266
13965,266
13970,266
13975,267
13980,268
13985,269
13990,268
13995,267
14000,267
14005,271
14010,272
14015,273
14020,274
14025,275
14030,275
14035,273
14040,272
14045,273
14050,275
14055,278
14060,277
14065,276
14070,268
14075,271
14080,276
14085,277
14090,277
14095,277
14100,277
14105,277
14110,275
14115,275
14120,276
14125,276
14130,276
14135,275
14140,274
14145,275
14150,277
14155,277
14160,276
14165,275
14170,275
14175,275
14180,275
14185,275
14190,274
14195,274
14200,275
14205,274
14210,270
14215,270
14220,270
14225,272
14230,273
14235,273
14240,272
14245,270
14250,271
14255,272
14260,269
14265,268
14270,268
14275,268
14280,267
14285,268
14290,269
14295,269
14300,268
14305,267
14310,268
14315,267
14320,267
14325,267
14330,269
14335,269
14340,269
14345,268
14350,268
14355,268
14360,267
14365,266
14370,266
14375,269
14380,272
14385,272
14390,271
14395,272
14400,271
14405,270
14410,268
14415,268
14420,269
14425,267
14430,266
14435,264
14440,264
14445,265
14450,265
14455,265
14460,266
14465,266
14470,266
14475,266
14480,266
14485,266
14490,266
14495,266
14500,265
14505,266
14510,266
14515,266
14520,265
14525,264
14530,265
14535,265
14540,265
14545,264
14550,264
14555,265
14560,265
14565,266
14570,267
14575,266
14580,268
14585,268
14590,266
14595,266
14600,265
14605,265
14610,264
14615,264
14620,266
14625,266
14630,266
14635,265
14640,265
14645,266
14650,267
14655,266
14660,266
14665,267
14670,267
14675,267
14680,266
14685,252
14690,252
14695,267
14700,269
14705,270
14710,269
14715,267
14720,267
14725,268
14730,268
14735,267
14740,268
14745,268
14750,267
14755,266
14760,267
14765,269
14770,269
14775,269
14780,269
14785,270
14790,270
14795,268
14800,266
14805,265
14810,266
14815,266
14820,265
14825,265
14830,265
14835,266
14840,266
14845,267
14850,267
14855,267
14860,268
14865,268
14870,267
14875,268
14880,269
14885,268
14890,266
14895,264
14900,265
14905,264
14910,264
14915,264
14920,264
14925,266
14930,266
14935,266
14940,267
14945,265
14950,263
14955,264
14960,266
14965,266
14970,265
14975,260
14980,258
14985,259
14990,259
14995,263
15000,265
